species	species_id_method	strain	isotype	previous_names	release	source_lab	latitude	longitude	elevation	landscape	locality_description	substrate	substrate_comments	substrate_temp	ambient_temp	ambient_humidity	associated_organism	inbreeding_status	sampled_by	isolated_by	sampling_date	sampling_date_comment	notes	strain_set	issues	issue_notes	isotype_ref_strain	sequenced
Caenorhabditis elegans	None	JU1249	JU1249	14.1.5	20170531	JU	49.126	1.951	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit: apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2007-10-14	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU1395	JU1395	E121	20160408	JU	47.2199	0.04619	33.0	Agricultural_land	Pays de la Loire	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-03-01	None	Isolated from shiitake mushroom compost remains outside the mushroom farm “Le Saut-aux-Loups”, Montsoreau (49), France, sampled 1/3/2008. Not independent from JU1394.	3	False	None	True	True
Caenorhabditis elegans	None	JU1400	JU1400	E2.9.1	20160408	JU	37.3845	-5.988	8.0	Rural_garden	Andalucía	Rotting_nut/pod/seed/fruit	rotting fruit, orange	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-03-29	None	Isolated from rotting orange fruits, Garden Catalina de Ribera, Sevilla, Spain sampled on 29 Mar 08 by MAF. Not bleached.	2	False	None	True	True
Caenorhabditis elegans	None	JU1401	JU1409	E6.4.1	20160408	JU	37.4721	-5.6331	244.0	Rural_garden	Andalusia	Mollusk	live mollusk, snail	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-03-31	None	Isolated from Rumina decollata snail #4, sampled in front of the Parador of Carmona, Spain on 31 Mar 08 by MAF. Plated 3 Apr 08. Isolated as adult on 9 Apr 08.	None	False	None	False	False
Caenorhabditis elegans	None	JU1792	JU1792	B09.6.2	20170531	JU	46.63278	1.064289	80.0	Forest	Centre-Val de Loire	Rotting_stem	rotting Arum stem sampled in woods	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-09-27	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU1793	JU1793	S53.9.1	20170531	JU	49.12604	1.95114	67.0	Forest	Ile-de-France	Rotting_stem	rotting Heracleum stem	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-10-10	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU1409	JU1409	E7.6.1	20160408	JU	37.468	-5.637	203.0	Rural_garden	Andalucía	Rotting_nut/pod/seed/fruit	rotting fruit, Opuntia ficus-indica	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-03-31	None	Isolated from rotting Opuntia ficus-indica cactus fruit, sampled next to the road below the Parador of Carmona, Spain on 31 Mar 08 by MAF (approx. 400 m from JU1400-8). Plated 3 Apr 08. Isolated as adult on 4 Apr 08 (large population). Not bleached, contaminants kept.	1	False	None	True	True
Caenorhabditis elegans	None	JU1410	JU1409	E7.51.1	20160408	JU	37.468	-5.637	203.0	Rural_garden	Andalusia	Mollusk	retracted snail	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-03-31	None	Isolated from retracted snail #51 fixed on Opuntia ficus-indica cactus, sampled on the road below the Parador of Carmona, Spain on 31 Mar 08 by MAF). Plated 3 Apr 08. Isolated as adult on 7 Apr 08. Not bleached.	None	False	None	False	False
Caenorhabditis elegans	None	JU1411	JU1409	E7.55.1	20160408	JU	37.468	-5.637	203.0	Rural_garden	Andalusia	Mollusk	live mollusk, snail	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-03-31	None	Isolated from snail #55 in Opuntia ficus-indica cactus, sampled on the road below the Parador of Carmona, Spain on 31 Mar 08 by MAF. Plated 3 Apr 08. Isolated as adult on 5 Apr 08 (on plate where washed, live snail was placed on day 1). Bleached.	None	False	None	False	False
Caenorhabditis elegans	None	JU1440	JU1440	B7.2.1	20160408	JU	41.41307	2.15231	137.0	Urban_garden	Catalunya	Rotting_nut/pod/seed/fruit	rotting fruit, palm	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-06-09	None	Isolated from rotting palm fruit sampled by MAF on 9 June 2008 in the Park Guëll, Barcelona, Spain. Picked as young adult on 11 June 2008.	1	False	None	True	True
Caenorhabditis elegans	None	JU1482	JU1213	P6.1.3	20160408	JU	48.705	-3.7952	34.0	Wet_shrubland	Brittany	Vegetal_litter/mix	rotting plant, Tamus communis leaves	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-08-02	None	Isolated from rotting Tamus communis leaves sampled on 2 August 2008 below Sainte-Barbe, Plougasnou (Finistère). Dense proliferating population at plating on 6 Aug 2008. Adult isolated on 7 Aug.	None	False	None	False	False
Caenorhabditis elegans	None	JU1484	JU1491	B10S1	20160408	JU	46.63	1.06	97.0	Forest	Centre	Rotting_stem	rotting stem, Arum maculata	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-08-17	None	Isolated from rotting Arum maculata stems sampled on 17 Aug 2008 by MAF in woods near Le Blanc (Indre, France). Plated on 18 Aug, picked as a L2 larva on 18 Aug.	None	False	None	False	False
Caenorhabditis elegans	None	JU1491	JU1491	B10S8	20160408	JU	46.63	1.06	97.0	Forest	Centre	Rotting_stem	rotting stem, Arum maculata	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-08-17	None	Isolated from rotting Arum maculata stems sampled on 17 Aug 2008 by MAF in woods near Le Blanc (Indre, France). Plated on 18 Aug, picked as a L4 larva on 18 Aug.	3	False	None	True	True
Caenorhabditis elegans	None	JU1511	JU792	O11.2.1	20200815	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-09-09	None	Isolated from a rotting apple O11 (tree “Calville du Roi”), sampled in the Orsay orchard on 9 Sep 2008 ca. 13:00, plated ca. 18:00, picked as adult ca. 20:00.	None	False	None	False	True
Caenorhabditis elegans	None	JU1516	JU1581	O13.1.1	20160408	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-09-09	None	Isolated from a rotting apple O13 (ca. 10 m from O11), sampled in the Orsay orchard on 9 Sep 2008 ca. 13:00, plated ca. 18:00, picked as adult on 10 Sep.	None	False	None	False	True
Caenorhabditis elegans	None	JU1522	JU1581	O14.2.1	20160408	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-09-09	None	Isolated from a rotting apple O14 (tree “Chailleux”, ca. 6 m from O13), sampled in the Orsay orchard on 9 Sep 2008 ca. 13:00, plated ca. 18:00, picked as L4 on 10 Sep.	None	False	None	False	False
Caenorhabditis elegans	None	JU1530	JU1530	O21.1.1	20160408	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-09-09	None	Isolated from a rotting apple O21 (tree “Wealthy”, like O20), sampled in the Orsay orchard on 9 Sep 2008 ca. 14:00, plated ca. 18:00, picked as adult ca. 20:00.	2	False	None	True	True
Caenorhabditis elegans	None	JU1543	JU1543	O28.1.1	20170531	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-09-08	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU1563	CB4852	O40.3.2	20160408	JU	48.7006	2.1804	63.0	Rural_garden	Ile-de-France	Rotting_flower	rotting stem, Petasites hybridus	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-09-09	None	Isolated from rotting Petasites hybridus (bog rhubarb) stem/leaves, sampled in Orsay on 9 Sep 2008 ca.15:30, plated ca. 18:00, picked as adult on 11 Sep.	None	False	None	False	False
Caenorhabditis elegans	None	JU1566	JU1568	I4.1.1	20160408	JU	48.8092	2.3862	42.0	Urban_garden	Ile-de-France	Rotting_stem	rotting stem, Petasites hybridus	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-10-05	None	Isolated from a rotting Petasites stem (#I4) in Ivry-sur-Seine (Val de Marne), France, sampled on 5 Oct 2008. Plated on 6 Oct. Isolated as an adult on 6 Oct.	None	False	None	False	False
Caenorhabditis elegans	None	JU1568	JU1568	I5.1.1	20160408	JU	48.8092	2.3862	42.0	Urban_garden	Ile-de-France	Rotting_stem	rotting stem, Petasites hybridus	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-10-05	None	Isolated from a rotting Petasites stem (#I5) in Ivry-sur-Seine (Val de Marne), France, sampled on 5 Oct 2008. Plated on 6 Oct. Isolated as an adult on 6 Oct.	1	False	None	True	True
Caenorhabditis elegans	None	JU1580	JU1793	O87.15	20200815	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-10-06	None	2020 Release found that this strain is not its own isotype but a part of the JU1793 isotype. Isolated from rotting apple O87 (Calville Rouge d’Oullins) sampled by MAF in the Orsay (Essonne, France) orchard on 6 Oct 2008. Plated on 6 Oct, isolated as a L4 on 7 Oct.	2	False	None	False	True
Caenorhabditis elegans	None	JU1581	JU1581	O134.10	20160408	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-10-23	None	Isolated from rotting apple O134 (Calville d’Août) sampled by MAF in the Orsay (Essonne, France) orchard on 23 Oct 2008. Plated on 23 Oct, picked as a L2d on 23 Oct.	1	False	None	True	True
Caenorhabditis elegans	None	JU1582	JU1581	O143.9	20160408	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-10-23	None	Isolated from rotting apple O143 (Pouzac variety) sampled by MAF in the Orsay (Essonne, France) orchard on 23 Oct 2008. Plated on 23 Oct, picked as a pale adult on 24 Oct.	None	False	None	False	False
Caenorhabditis elegans	None	JU1586	JU1586	B41.1	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Rotting_nut/pod/seed/fruit	rotting fruit, grape	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-11-03	None	Isolated from rotting grape puree sampled in Le Blanc (Indre), France on 3 Nov 2008. Plated 3 Nov 2008, isolated as adult on 5 Nov.	2	False	None	True	True
Caenorhabditis elegans	None	JU1652	JU1652	UY1.1	20160408	JU	-34.86	-56.19	33.0	Urban_garden	Departamento de Montevideo	Compost	compost heap	None	None	None	None	None	R. Giordano	None	2009-01-01	None	Isolated from compost sampled in Montevideo, Uruguay	3	False	None	True	True
Caenorhabditis elegans	None	JU1656	JU1213	P09-19.3	20170531	JU	48.7049	-3.7941	18.0	Wet_shrubland	Brittany	Rotting_stem	rotting fern stem, Pteridium aquilinum	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-07-14	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU1807	JU1581	O145.1.1	20170531	JU	48.662134	2.2131	152.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting apple O145 (Kidd’s Orange)	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-10-23	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU1808	JU1808	I72.1	20170531	JU	48.81257	2.395372	34.0	Urban_garden	Ile-de-France	Mollusk	live isopod, Helix aspersa snail	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-10-14	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU1896	JU1896	None	20160408	JU	37.999722	23.749673	190.0	Urban_garden	Attica	Rotting_nut/pod/seed/fruit	rotting fruit, olive	None	None	None	None	None	M. Barkoulas	M. Barkoulas	2010-01-02	None	Collected on 2 Jan 10 from rotten olives in Alsos Polygonou, Athens, Greece.	3	False	None	True	True
Caenorhabditis elegans	None	JU1920	JU1793	S60.1.1	20170531	JU	49.12604	1.95114	67.0	Forest	Ile-de-France	Rotting_stem	rotting Heracleum stem S60	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-10-25	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU1922	JU1793	S68.1.1	20170531	JU	49.12604	1.95114	67.0	Forest	Ile-de-France	Rotting_stem	rotting Heracleum stem S68	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-10-25	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU1924	JU2600	S73.1.1	20170531	JU	49.12604	1.95114	67.0	Forest	Ile-de-France	Rotting_stem	rotting Heracleum stem S68	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-10-25	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU1926	JU2600	None	20200815	JU	49.1269	1.9595	92.0	Rural_garden	Ile-de-France	Rotting_stem	rotting Heracleum sphondylium stem	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-10-25	None	Isolated by MAF from a rotting Heracleum stem S73 sampled near Santeuil (Val d Oise) France on 25 Oct 2009. Picked in the L2 stage on 25 Oct. Same sample as JU1924-5.	None	False	None	False	True
Caenorhabditis elegans	None	JU1929	JU1793	S86.1.1	20170531	JU	49.12604	1.95114	67.0	Forest	Ile-de-France	Rotting_stem	rotting Heracleum stem S86	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-10-25	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU1931	JU1793	None	20200815	JU	49.1269	1.9595	92.0	Rural_garden	Ile-de-France	Rotting_stem	rotting Heracleum sphondylium stem	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-10-25	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU1934	JU1934	S106.1.1	20170531	JU	49.12604	1.95114	67.0	Forest	Ile-de-France	Rotting_stem	rotting Heracleum stem S106	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-10-25	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU1941	JU1581	None	20200815	JU	48.7015	2.1725	65.0	Agricultural_land	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-10-09	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU1960	CB4858	None	20170531	JU	34.18973	-118.131319	412.0	Urban_garden	None	Compost	compost in the same garden in Altadena as PS2025	None	None	None	None	None	J. DeModena	J. DeModena	2008-11-30	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU2001	JU2001	None	20160408	JU	-21.1	55.5	2173.0	Forest	Saint-Benoît	Rotting_flower	rotting flower	None	None	None	None	None	T. Belicard	T. Belicard	2010-09-01	None	Sampled in La Réunion in Sep 2010 by Tony Belicard	2	False	None	True	True
Caenorhabditis elegans	None	JU2007	JU2007	None	20160408	JU	50.7608	-1.32413	6.0	Rural_garden	England	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M. Barkoulas	M. Barkoulas	2010-10-16	None	Wild strain isolated by Michalis Barkoulas in Cowes, Isle of Wight, UK from rotten apples. Oct 2010	1	False	None	True	True
Caenorhabditis elegans	None	JU2016	JU2016	SF4.2	20170531	JU	37.757593	-122.463177	113.0	Urban_garden	California	Rotting_nut/pod/seed/fruit	rotting fruit, pumpkin	None	None	None	None	None	C. Nelson	M.-A. Felix	2010-11-01	None	Isolated from rotten pumpkin sampled by Christopher Nelson in White Crane Garden, San Francisco, USA, in late November 2010	5	False	None	True	True
Caenorhabditis elegans	None	JU2017	JU2017	SF5.2	20170531	JU	37.757593	-122.463177	113.0	Urban_garden	California	Rotting_stem	rotting root, sweet potato	None	None	None	None	None	C. Nelson	M.-A. Felix	2010-11-01	None	Isolated from rotten sweet potato sampled by Christopher Nelson in White Crane Garden, San Francisco, USA, in late November 2010	5	False	None	True	True
Caenorhabditis elegans	None	JU2106	JU2106	13.6.1	20170531	JU	43.06	0.24	487.0	Rural_garden	Occitanie	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2011-07-10	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2131	JU2131	Trep1.4	20170531	JU	48.0497	-4.705	17.0	Wet_shrubland	Brittany	Rotting_stem	rotting stem, Heracleum sphondylium	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2011-08-09	None	Isolated from a rotting Heracleum stem sampled by MAF in Baie des Trépassés (Finistère), France (48.0497, -4.7050) on 9 Aug 2011. Collected at ca. 20 cm from JU2132	4	False	None	True	True
Caenorhabditis elegans	None	JU2139	JU1793	B11.1.1	20170531	JU	46.63278	1.064289	80.0	Forest	Centre-Val de Loire	Rotting_nut/pod/seed/fruit	rotting acorns sampled in woods	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2011-10-23	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU2141	JU2141	B11.10.1	20170531	JU	46.6293	1.0512	111.0	Agricultural_land	Centre-Val de Loire	Rotting_nut/pod/seed/fruit	rotting walnuts (outer layer)	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2011-10-23	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU2151	JU2600	S173.17.1	20170531	JU	49.121	1.951	58.0	Forest	Ile-de-France	Rotting_stem	rotting Heracleum stem S173	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2011-10-31	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU2234	JU2234	prune7.2	20170531	JU	47.227	-1.583	37.0	Urban_garden	Pays de la Loire	Rotting_nut/pod/seed/fruit	rotten plum	None	None	None	None	None	L. Frezal	L. Frezal	2012-11-11	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU2250	JU2250	C1	20170531	JU	48.285278	-1.891389	137.0	Rural_garden	Brittany	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	L. Frezal	L. Frezal	2012-11-15	None	Isolated by Lise Frézal from an apple collected in Cardroc (Ile et Vilaine, France;48.285278, -1.891389) on the 15 Nov 2012. L4 individual isolated on 19 Nov 2012	5	False	None	True	True
Caenorhabditis elegans	None	JU2257	JU2257	B13-5.5	20170531	JU	46.6	1.1	109.0	Rural_garden	Centre-Val de Loire	Compost	compost (in container)	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2013-08-15	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2287	JU2257	B13-5.8	20170531	JU	46.6	1.1	109.0	Rural_garden	Centre-Val de Loire	Compost	compost (in container)	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2013-08-15	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU2316	JU2316	L13-1.3	20160408	JU	38.7175	-9.1486	66.0	Botanical_garden_or_zoo	Lisbon	Rotting_nut/pod/seed/fruit	Isolated from rotten Ficus macrophylla fruits; botanical gardens	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2013-08-25	None	Isolated from rotten Ficus macrophylla fruits sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a post-dauer juvenile on 26 Aug. Same sample as JU2317 and JU2377	3	False	None	True	True
Caenorhabditis elegans	None	JU2460	JU792	Callot 1.1	20170531	JU	48.6934	-3.9251	11.0	Agricultural_land	Bretagne	Vegetal_litter/mix	rotting plant, cabbage leaves	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2012-12-28	None	Isolated from rotting cabbage leaves sampled in a field on Ile Callot (Finistère, France; 48.6934, -3.9251) on 28 Dec 2012 by MAF.	None	False	None	False	True
Caenorhabditis elegans	None	JU2464	JU2464	Ag.Cal 2	20160408	JU	-13.155	-72.525	2073.0	None	Cusco	Rotting_nut/pod/seed/fruit	fleshy fruit; rotten berry?	None	None	None	None	None	L. Lokmane	L. Frezal	2013-01-01	None	From a rotting fleshy fruit collected by Ludmilla Lokmane in Aguas Calientes (Peru; -13.156022, -72.52402) in Jan 2013. Isolated by Lise Frézal from an adult isolated on 9 Jan 2013	2	False	None	True	True
Caenorhabditis elegans	None	JU2466	JU2466	ollanta 3A1	20160408	JU	-13.257	-72.266	2867.0	None	Cusco	Rotting_nut/pod/seed/fruit	rotting fruit, lemon	None	None	None	None	None	L. Lokmane	L. Frezal	2013-01-01	None	From a rotting lemon collected by Ludmilla Lokmane in Ollanta (Peru; -13.266085, -72.179351) in Jan 2013. Isolated by Lise Frézal. Line started from an adult isolated on 9 Jan 2013	1	False	None	True	True
Caenorhabditis elegans	None	JU2467	JU2464	Ag.cal 5	20160408	JU	-13.155	-72.525	2073.0	None	Cusco	Rotting_nut/pod/seed/fruit	fleshy fruit; rotten berry?	None	None	None	None	None	L. Lokmane	L. Frezal	2013-01-01	None	From a rotting fleshy fruit collected by Ludmilla Lokmane in Aguas Calientes (Peru; -13.156022, -72.52402) in Jan 2013. Isolated by Lise Frézal. Line started from an adult on 9 Jan 2013.	None	False	None	False	True
Caenorhabditis elegans	None	JU2468	JU2464	Ag.cal 1	20160408	JU	-13.155	-72.525	2073.0	None	Cusco	Rotting_nut/pod/seed/fruit	fleshy fruit; rotten berry?	None	None	None	None	None	L. Lokmane	L. Frezal	2013-01-01	None	From a rotting fleshy fruit collected by Ludmilla Lokmane in Aguas Calientes (Peru; -13.156022, -72.52402) in Jan 2013. Isolated by Lise Frézal from an adult on 9 Jan 2013.	None	False	None	False	True
Caenorhabditis elegans	None	JU2478	JU2478	Brux1	20170531	JU	50.85	4.351	18.0	Urban_garden	Brussels	Compost	compost heap	None	None	None	None	None	D. Thieffry	M.-A. Felix	2013-02-01	None	Isolated from Denis Thieffry’s compost heap in Brussels, Belgium in Feb 2013	5	False	None	True	True
Caenorhabditis elegans	None	JU2513	JU2513	G6.1	20160408	JU	38.26016	22.0736	1.0	None	Peloponnisos Dytiki Ellada ke Ionio	Rotting_nut/pod/seed/fruit	rotting orange	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2013-05-07	None	Isolated from a rotting orange sampled by MAF near Aigio, Greece on 7 May 2013. 38.26016, 22.0736	2	False	None	True	True
Caenorhabditis elegans	None	JU2519	JU2519	L13-5.3	20160408	JU	38.7175	-9.1486	66.0	Botanical_garden_or_zoo	Lisbon	Rotting_nut/pod/seed/fruit	Isolated from rotten Ficus isophlebia fruits; botanical gardens	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2013-08-25	None	Isolated from rotten Ficus isophlebia fruits sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a dauer juvenile on 26 Aug. Same sample as JU2520-1. Same tree as JU778-81	1	False	None	True	True
Caenorhabditis elegans	None	JU2522	JU2522	None	20160408	JU	38.7175	-9.1486	66.0	Botanical_garden_or_zoo	Lisbon	Rotting_nut/pod/seed/fruit	Isolated from rotten fruits of Harpephyllum caffrum (Anacardiaceae); botanical gardens	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2013-08-25	None	Isolated from rotten fruits of Harpephyllum caffrum (Anacardiaceae) sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a young adult on 27 Aug. Same sample as JU2523. Same tree as JU775-7	2	False	None	True	True
Caenorhabditis elegans	None	JU2526	JU2526	L13-7.9	20160408	JU	38.7175	-9.1486	66.0	Botanical_garden_or_zoo	Lisbon	Rotting_nut/pod/seed/fruit	Isolated from rotten fruits of Chrysophyllum imperiale; botanical gardens	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2013-08-25	None	Isolated from rotten fruits of Chrysophyllum imperiale sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a dauer juvenile on 26 Aug. Same sample as JU2524-5.	3	False	None	True	True
Caenorhabditis elegans	None	JU2527	JU792	Ap4	20170531	JU	47.8797	-3.5999	77.0	Rural_garden	Brittany	Rotting_nut/pod/seed/fruit	rotten fruit, apples	None	None	None	None	None	F. Besnard	L. Frezal	2013-08-19	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU2534	JU2534	None	20170531	JU	49.357921	0.097087	46.0	Rural_garden	Normandy	Rotting_nut/pod/seed/fruit	cherry	None	None	None	None	None	S. Marsh	S. Marsh	2013-06-09	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU2565	JU2565	None	20170531	JU	44.958394	1.066213	215.0	Rural_garden	Nouvelle-Aquitaine	Rotting_nut/pod/seed/fruit	rotting fruit, figs	None	None	None	None	None	T. Belicard	L. Frezal	2013-10-05	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU2566	JU2566	parc5	20170531	JU	48.83886	2.44599	50.0	Botanical_garden_or_zoo	Ile-de-France	Rotting_stem	rotting Gunnera stems in the Parc Floral	None	None	None	None	None	M.-A. Felix	L. Frezal	2013-10-02	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU2570	JU2570	niort7.2	20170531	JU	46.2657	-0.2685	88.0	Agricultural_land	Nouvelle-Aquitaine	Rotting_nut/pod/seed/fruit	rotting walnuts	None	None	None	None	None	F. Besnard	L. Frezal	2013-11-13	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2572	JU2572	i6-3	20170531	JU	48.81257	2.395372	34.0	Urban_garden	Ile-de-France	Rotting_stem	rotting Petasites stems	None	None	None	None	None	S. Marsh	S. Marsh	2013-10-01	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2575	JU2575	CR37.1	20170531	JU	49.0857	3.0707	58.0	Forest	Ile-de-France	Rotting_stem	rotting stem, Heracleum	None	None	None	None	None	M.-A. Felix, S. Marsh	M.-A. Felix	2013-10-26	None	Isolated from rotting Heracleum stem sampled by Sarah Marsh and MAF on 26 Oct 2013 near Crouy-sur-Ourcq (Seine-et-Marne), France. Isogenic line started from an adult isolated on 26 Oct. GPS 49.0857, 3.0707.	5	False	None	True	True
Caenorhabditis elegans	None	JU2576	JU2576	CR38.1	20170531	JU	49.0861	3.072	58.0	Forest	Ile-de-France	Rotting_stem	rotting stem	None	None	None	None	None	M.-A. Felix, S. Marsh	M.-A. Felix	2013-10-26	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2578	JU2578	Bagn.3	20170531	JU	48.87613	2.4315	116.0	Botanical_garden_or_zoo	Ile-de-France	Compost	compost in the “jardin partagé”	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2013-10-27	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU258	JU258	M1.1	20160408	CGC	32.73	-16.89	1041.0	Agricultural_land	Madeira	Soil	soil	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2001-10-01	None	From Madeira Island, Portugal, Oct 01. Ribeiro Frio 1.1. Along a path through an orchard.	D	False	None	True	True
Caenorhabditis elegans	None	JU2581	JU2581	B13_28.2	20170531	JU	46.6	1.1	109.0	Urban_garden	Centre-Val de Loire	Rotting_nut/pod/seed/fruit	pears sampled in the garden	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2013-11-03	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2586	JU2586	Poire3.1	20170531	JU	48.897	2.159	37.0	Urban_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, pear	None	None	None	None	None	A. Zalmanski	L. Frezal	2013-11-11	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2587	JU2587	None	20170531	JU	45.026713	3.872016	661.0	Urban_garden	Auvergne-Rhone-Alpes	Compost	compost	None	None	None	None	None	A. Richaud	A. Richaud	2013-11-10	None	None	4	False	None	True	True
