species	species_id_method	strain	isotype	previous_names	release	source_lab	latitude	longitude	elevation	landscape	locality_description	substrate	substrate_comments	substrate_temp	ambient_temp	ambient_humidity	associated_organism	inbreeding_status	sampled_by	isolated_by	sampling_date	sampling_date_comment	notes	strain_set	issues	issue_notes	isotype_ref_strain	sequenced
Caenorhabditis elegans	None	JU2592	JU2592	plu5.6	20170531	JU	48.628558	-2.403836	44.0	Rural_garden	Brittany	Rotting_nut/pod/seed/fruit	rotting fruit, peach	None	None	None	None	None	L. Frezal	L. Frezal	2013-11-11	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2593	JU2593	OB1.4	20170531	JU	48.822556	2.222334	80.0	Urban_garden	Ile-de-France	Compost	compost	None	None	None	None	None	O. Bensaude	L. Frezal	2013-01-01	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU2600	JU2600	S333.1	20170531	JU	49.1242	1.9496	57.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix, S. Marsh	M.-A. Felix	2013-11-20	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU2604	JU1793	Nu1.1	20170531	JU	49.16477	1.86175	116.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting walnuts	None	None	None	None	None	M.-A. Felix, S. Marsh	M.-A. Felix	2013-11-20	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU2605	JU1793	Nu7.1	20170531	JU	49.166	1.86	115.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix, S. Marsh	M.-A. Felix	2013-11-20	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU2610	JU2610	Wy5.2	20170531	JU	49.1075	1.7915	130.0	Agricultural_land	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix, S. Marsh	M.-A. Felix	2013-11-20	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2619	JU2619	SB01|SB13-1|SB13-01	20170531	JU	32.998352	-117.275428	21.0	Urban_garden	California	Compost	compost	None	None	None	None	None	S. Marsh	M.-A. Felix	2014-01-01	None	Isolated from compost from Solana Beach (32.998352, -117.275428), California by Sarah Marsh in January 2014.	5	False	None	True	True
Caenorhabditis elegans	None	JU262	JU310	B2.2	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2001-11-03	None	Vegetable garden in Le Blanc, Indre, France, 3 Nov 01. Vegetable garbage pile. Same soil sample as JU263.	None	False	None	False	False
Caenorhabditis elegans	None	JU263	JU310	B2.1	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2001-11-03	None	Vegetable garden in Le Blanc, Indre, France, 3 Nov 01. Vegetable garbage pile. Same soil sample as JU262.	None	False	None	False	False
Caenorhabditis elegans	None	JU2800	JU2800	Ca4.1	20170531	JU	48.79	2.331	45.0	Urban_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, pear	None	None	None	None	None	M. Casado	M.-A. Felix	2014-09-01	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU2802	JU2800	None	20170531	JU	48.9067	2.14167	48.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, rhubarb stems	None	None	None	None	None	F. Besnard	F. Besnard	2014-09-14	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU2811	JU2811	Syd2.2	20170531	JU	-33.8632	151.219453	5.0	Botanical_garden_or_zoo	New South Wales	Rotting_nut/pod/seed/fruit	rotting ficus fruit	None	None	None	None	None	S. Marsh	S. Marsh	2014-09-24	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2825	JU2825	MI-11-14-5.1	20170531	JU	48.8092	2.3862	42.0	None	Ile-de-France	Rotting_stem	rotting Petasites stem	None	None	None	None	None	R. Luallen	R. Luallen	2014-11-14	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2828	JU2829	B10_6.1	20170531	JU	46.632	1.064	80.0	None	Centre-Val de Loire	Rotting_nut/pod/seed/fruit	rotting fruit, pears	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2010-10-03	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU2829	JU2829	B10_6.2	20170531	JU	46.632	1.064	80.0	None	Centre-Val de Loire	Rotting_nut/pod/seed/fruit	rotting fruit, pears	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2010-10-03	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2830	JU2829	B10_6.3	20170531	JU	46.632	1.064	80.0	None	Centre-Val de Loire	Rotting_nut/pod/seed/fruit	rotting fruit, pears	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2010-10-03	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU2838	JU2838	Puebla2	20170531	JU	20.205961	-97.98832	1302.0	None	Puebla	Rotting_nut/pod/seed/fruit	rotting fruit, orange	None	None	None	None	None	A. VargasVelazquez	A. VargasVelazquez	2015-01-01	None	1300 m elevation	5	False	None	True	True
Caenorhabditis elegans	None	JU2841	JU2841	None	20170531	JU	-40.0	176.0	596.0	None	None	Mollusk	slug	None	None	None	None	None	M. Wilson	M. Wilson	2015-03-01	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2853	JU2853	Port1.1	20170531	JU	41.19	-7.545	82.0	None	Vila Real District	Soil	soil from a pot plant	None	None	None	None	None	M. Félix and B. Félix	M.-A. Felix	2015-05-01	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2860	JU1200	Cam4.2	20170531	JU	52.19842	0.115365	11.0	Rural_garden	England	Fungus	rotting wood, fungus, rotting leaf sample	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2015-06-06	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU2862	JU2862	Cam7.3	20170531	JU	52.1944	0.1264	16.0	Botanical_garden_or_zoo	England	Rotting_stem	rotting plant, lowers of Napoleona vogelli	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2015-06-06	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU2866	JU2866	U4.6	20170531	JU	34.0751	-118.4409	140.0	Botanical_garden_or_zoo	California	Rotting_nut/pod/seed/fruit	rotting fruit, unidentified	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2015-06-28	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU2878	JU2878	Berry-Mexico	20170531	JU	19.29732	-99.098769	2234.0	Botanical_garden_or_zoo	Mexico City	Rotting_nut/pod/seed/fruit	rotten berry in greenhouse	None	None	None	None	None	A. VargasVelazquez	A. VargasVelazquez	2015-07-02	None	2400 m elevation	4	False	None	True	True
Caenorhabditis elegans	None	JU2879	JU2879	Apple-Mexico	20170531	JU	19.29732	-99.098769	2234.0	Botanical_garden_or_zoo	Mexico City	Rotting_nut/pod/seed/fruit	rotting fruit, apple in green house	None	None	None	None	None	A. VargasVelazquez	A. VargasVelazquez	2015-07-02	None	2400 m elevation	4	False	None	True	True
Caenorhabditis elegans	None	JU2906	JU2906	F10.3	20170531	JU	43.8023	11.2806	89.0	Urban_garden	Tuscany	Rotting_stem	rotting stems	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2015-12-13	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU2907	JU2907	F13.2	20170531	JU	43.8021	11.2906	167.0	Rural_garden	Tuscany	Compost	Isolated from a heap (rotting leaves, acorns, horse chestnuts, moss)	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2015-12-13	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU2908	JU2907	F16.2	20170531	JU	43.8063	11.2839	144.0	Rural_garden	Tuscany	Vegetal_litter/mix	Isolated from rich and humid humus (soil, leaves, rotting hawthorn fruits)	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2015-12-13	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU299	JU310	LB14.4	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-08-25	None	Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.	None	False	None	False	False
Caenorhabditis elegans	None	JU300	JU310	LB14.11	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-08-25	None	Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.	None	False	None	False	False
Caenorhabditis elegans	None	JU301	JU310	LB14.2	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-08-25	None	Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.	None	False	None	False	False
Caenorhabditis elegans	None	JU302	JU310	LB14.3	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-08-25	None	Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.	None	False	None	False	False
Caenorhabditis elegans	None	JU303	JU310	LB14.1	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-08-25	None	Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.	None	False	None	False	False
Caenorhabditis elegans	None	JU305	JU310	LB14.7	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-08-25	None	Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.	None	False	None	False	False
Caenorhabditis elegans	None	JU306	JU310	LB14.6	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-08-25	None	Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.	None	False	None	False	False
Caenorhabditis elegans	None	JU307	JU310	LB14.13	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-08-25	None	Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.	None	False	None	False	False
Caenorhabditis elegans	None	JU309	JU310	LB14.8	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-08-25	None	Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.	None	False	None	False	False
Caenorhabditis elegans	None	JU310	JU310	LB14.10	20160408	JU	46.63	1.06	97.0	Rural_garden	Centre	Compost	compost heap	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-08-25	None	Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.	2	False	None	True	True
Caenorhabditis elegans	None	JU311	JU311	F5.1	20160408	JU	44.42	4.4	147.0	Rural_garden	Rhone-Alpes	Mollusk	live mollusk, snails	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-09-08	None	Merlet, Lagorce (Ardèche), France. 8 Sep 02. Wash from snail tube - snails coming from under a tree full of ivy	1	False	None	True	True
Caenorhabditis elegans	None	JU312	JU311	F5.2	20160408	JU	44.42	4.4	147.0	Rural_garden	Auvergne Rhone-Alpes	Mollusk	live mollusk, snails	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-09-08	None	Merlet, Lagorce (Ardèche), France. 8 Sep 02. Wash from snail tube - snails coming from under a tree full of ivy	None	False	None	False	True
Caenorhabditis elegans	None	JU3125	JU3125	S7.1	20170531	JU	38.1127	13.3722	11.0	Botanical_garden_or_zoo	Sicily	Rotting_nut/pod/seed/fruit	rotting fruit, oranges	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2016-04-20	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU3127	JU3127	S9.1	20170531	JU	38.11196	13.37274	11.0	Botanical_garden_or_zoo	Sicily	Rotting_nut/pod/seed/fruit	rotting fruit, banana stems	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2016-04-20	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU3128	JU3128	S18.1	20170531	JU	37.076	15.2763	13.0	Urban_garden	Sicily	Rotting_nut/pod/seed/fruit	rotting fruit, oranges	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2016-04-23	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU313	JU311	F5.3	20160408	JU	44.42	4.4	147.0	Rural_garden	Rhone-Alpes	Mollusk	live mollusk, snails	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-09-08	None	Merlet, Lagorce (Ardèche), France. 8 Sep 02. Wash from snail tube - snails coming from under a tree full of ivy	None	False	None	False	False
Caenorhabditis elegans	None	JU3131	JU323	O146.1	20170531	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2008-10-23	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU3132	JU3132	O695.1	20170531	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2011-10-10	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU3133	JU1440	O748.1	20170531	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2011-11-08	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU3134	JU3134	O949.1	20170531	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2011-11-11	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU3135	JU3135	O1126.8	20170531	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2013-10-29	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU3136	MY2453	O1143.7	20170531	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2013-11-13	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU3137	JU3137	O1183.5	20170531	JU	48.7015	2.1725	65.0	Rural_garden	Ile-de-France	Rotting_nut/pod/seed/fruit	rotting fruit, apple	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2014-10-20	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU3138	JU2600	S175.1	20170531	JU	49.1269	1.9595	92.0	Forest	Ile-de-France	Rotting_stem	rotting stems	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2011-11-07	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU3139	JU1666	P143.6	20170531	JU	48.71	-3.81	28.0	Rural_garden	Brittany	Rotting_stem	rotting stems	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-08-09	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU314	JU311	F2.1	20160408	JU	44.42	4.4	147.0	Rural_garden	Rhone-Alpes	Mollusk	live mollusk, snails	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-09-08	None	Merlet, Lagorce (Ardèche), France. 8 Sep 02. Helix snails, under the tree full of ivy.	None	False	None	False	False
Caenorhabditis elegans	None	JU3140	JU3140	P142.14	20170531	JU	48.71	-3.81	28.0	Rural_garden	Brittany	Rotting_stem	rotting stems	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-08-09	None	None	4	False	None	True	True
Caenorhabditis elegans	None	JU3141	JU3141	None	20180413	JU	48.71	-3.81	28.0	Rural_garden	Brittany	Rotting_stem	rotting stems	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-08-09	None	None	7	False	None	True	True
Caenorhabditis elegans	None	JU3142	JU792	P143.9	20170531	JU	48.71	-3.81	28.0	Rural_garden	Brittany	Rotting_stem	rotting stems	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2009-08-09	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU3144	JU3144	C3.4	20170531	JU	6.18	10.52	2736.0	Forest	Northwest	Vegetal_litter/mix	rotting leaves	None	None	None	None	None	J. David	M.-A. Felix	2016-05-01	None	None	5	False	None	True	True
Caenorhabditis elegans	None	JU315	JU311	F3.1	20160408	JU	44.2	4.4	222.0	Rural_garden	Languedoc-Roussillon	Mollusk	live mollusk, Pomatias	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-09-08	None	Merlet, Lagorce (Ardèche), France. 8 Sep 02. From Pomatias elegans (?) snails	None	False	None	False	True
Caenorhabditis elegans	None	JU316	JU311	F3.2	20160408	JU	44.42	4.4	147.0	Rural_garden	Rhone-Alpes	None	None	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-09-08	None	Merlet, Lagorce (Ardèche), France. 8 Sep 02. From Pomatias elegans (?) snails.	None	False	None	False	False
Caenorhabditis elegans	None	JU3166	JU3166	STM1.1	20180413	JU	0.28417	6.59837	1353.0	None	Sao Tome	Fungus	rotting vegetation, mushrooms	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2016-09-19	None	None	6	False	None	True	True
Caenorhabditis elegans	None	JU3167	JU3167	STJ1.2	20180413	JU	0.289	6.612	1156.0	Botanical_garden_or_zoo	Sao Tome	Rotting_nut/pod/seed/fruit	rotting vegetation, avocados	None	None	None	None	None	J. David	M.-A. Felix	2016-09-21	None	None	7	False	None	True	True
Caenorhabditis elegans	None	JU3169	JU3169	STJ6.1	20180413	JU	0.289	6.612	1156.0	Botanical_garden_or_zoo	Sao Tome	Rotting_stem	rotting vegetation, banana pseudostem	None	None	None	None	None	J. David	M.-A. Felix	2016-09-21	None	None	6	False	None	True	True
Caenorhabditis elegans	None	JU317	JU311	F4.1	20160408	JU	44.42	4.4	147.0	Rural_garden	Rhone-Alpes	None	None	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-09-08	None	Merlet, Lagorce (Ardèche), France. 8 Sep 02. From snail Oxychilus sp. (destroyed during sampling)	None	False	None	False	False
Caenorhabditis elegans	None	JU318	JU311	F6.1	20160408	JU	44.42	4.4	147.0	Rural_garden	Rhone-Alpes	None	None	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-09-08	None	Merlet, Lagorce (Ardèche), France. 8 Sep 02. From soil under a tree full of ivy.	None	False	None	False	False
Caenorhabditis elegans	None	JU319	JU311	F6.2	20160408	JU	44.42	4.4	147.0	Rural_garden	Auvergne Rhone-Alpes	None	None	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-09-08	None	Merlet, Lagorce (Ardeche), France. 8 Sep 02. From soil under a tree full of ivy.	None	False	None	False	False
Caenorhabditis elegans	None	JU321	JU311	F9.1	20160408	JU	44.42	4.4	147.0	Rural_garden	Rhone-Alpes	None	None	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-09-08	None	Merlet, Lagorce (Ardèche), France. 8 Sep 02. From soil under a tree full of ivy.	None	False	None	False	False
Caenorhabditis elegans	None	JU322	JU323	D1.1	20160408	JU	44.42	4.4	147.0	Rural_garden	Rhone-Alpes	None	None	None	None	None	None	None	M.-A. Felix	M.-A. Felix	2002-09-08	None	Merlet, Lagorce (Ardèche), France. 8 Sep 02. From a Helix snail #1 on the trunk of a mulberry tree (not the same snail as JU323).	None	False	None	False	False
Caenorhabditis elegans	None	JU3224	JU3224	JoNZ1.5	20180413	JU	-41.296186	174.784857	15.0	Urban_garden	Wellington	Rotting_nut/pod/seed/fruit	Ficus carica fruits	None	None	None	None	None	J. Ewbank	M.-A. Felix	2017-04-01	None	Isolated from rotting Ficus carica fruits sampled in April 2017 by J. Ewbank in Wellington, New Zealand. GPS -41.296186,174.784857. Same tree as JU3225.	7	False	None	True	True
Caenorhabditis elegans	None	WN2020	WN2001	None	20160408	WN	51.954422	6.303406	16.0	None	Gelderland	Compost	snail from organic waste bin	None	None	None	None	None	J. Riksen	None	2008-06-26	None	None	None	False	None	False	True
Caenorhabditis elegans	None	JU3225	JU3225	NaNZ3.1	20180413	JU	-41.296186	174.784857	15.0	Urban_garden	Wellington	Rotting_nut/pod/seed/fruit	Ficus carica fruits	None	None	None	None	None	N. Pujol	M.-A. Felix	2017-04-02	None	Isolated from rotting Ficus carica fruits sampled in April 2017 by N. Pujol in Wellington, New Zealand. GPS -41.296186,174.784857. Same tree as JU3224, a few days later.	6	False	None	True	True
Caenorhabditis elegans	None	JU3226	JU3226	NaNZ4.2	20180413	JU	-41.29085	174.76872	100.0	Urban_garden	Wellington	Rotting_nut/pod/seed/fruit	Pittosporum crassifolium fruits	None	None	None	None	None	N. Pujol	M.-A. Felix	2017-04-03	None	Isolated from rotting Pittosporum crassifolium fruits sampled in April 2017 by N. Pujol on the Victoria University of Wellington campus, Wellington, New Zealand. GPS -41.29085, 174.76872. Maintain at 15°C.	7	False	None	True	True
Caenorhabditis elegans	None	JU3227	JU3228	NaNZ9.1	20180413	JU	-38.64844	176.08947	342.0	Forest	Waikato	Vegetal_litter/mix	Phormium leaves	None	None	None	None	None	N. Pujol	M.-A. Felix	2017-04-04	None	Isolated from rotting Phormium leaves sampled in April 2017 by N. Pujol at Huka Falls, New Zealand. -38.64844, 176.08947. Kept at 18°C.	None	False	None	False	True
